,,,,,,,,,,,,,,,,,,
,RECEPTION DES COMMANDES,,,,,,,243 Commandes en instance,,,Le taux actuel du retour est 2 %,,,,,,,
,2025-07-10 00:00:00,DMND/1007/3885,ABDELLAH,AFP,TRIANGLE ,TC3879,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1007/8343,ABDELLAH,AP,SUPPORT MOTEUR DR ,18322.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/3366,ABDELLAH,MAPCO,BIELETTE BARRE STABILISATRICE ,260880.0,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1007/5393,ABDELLAH,AP,ELECTROVANNE,"7,02256,04,0",1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1007/3164,ABDELLAH,AP,POUSSOIR,420020910.0,8.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/3634,ABDELLAH,OTTOGO,KIT DISTRIBUTION,779TBK2,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/9228,MHAMED,AFP,PLAQUETTE ,LP2135,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/3189,MHAMED,CAL,BAGUE ETANCHEITE ,19034713.0,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/7788,MHAMED,SAFA / LAD,KIT DISTRIBUTION,KS1074T,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/5895,MHAMED,OTTOGO,POMPE A EAU ,PE501 /WP2616,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/3684,MHAMED,DCA,SUPPORT MOTEUR,2706492.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/8100,MHAMED,SAFA / LAD,KIT ACCESSOIRE,KHV227,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/2204,MHAMED,DCA,DURITE RADIATEUR,3404039.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/4048,MHAMED,AZ,LEVE VITRE ,3048262.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-10 00:00:00,DMND/1007/7897,MHAMED,MAPCO,COUPELLE,D600023/22,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/2846,MHAMED,OTTOGO,LEVE VITRE,850659.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/1897,MHAMED,ACR,CAPTEUR ADMISSION,261230344.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/5726,MHAMED,ACR,BOBINE,155075.0,1.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1107/9869,ABDELLAH,AP,JEU DE DISQUE AV,19-1868,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1107/3579,ABDELLAH,OTTOGO,PLAQUETTE AV ,BP0421,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1107/2659,ABDELLAH,AP,JEU DE DISQUE AR ,19-2351,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1107/9275,ABDELLAH,AP,PLAQUETTE AR ,19-3006,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/6203,ABDELLAH,OTTOGO,TRIANGLE ,18102AP,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/2600,ABDELLAH,OTTOGO,TRIANGLE ,18103AP,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/6963,ABDELLAH,PAP,LEVE VITRE G ,350103341000.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/8959,ABDELLAH,OTTOGO,HUILE ,10W40 10L ///  5W30 1L,17.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-11 00:00:00,DMND/1107/1344,MHAMED,OTTOGO,PLAQUETTE + ETRIER,BP9221 + 1285081,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1207/6197,SAMY,AP,PLAQUETTES ARR,LP3659=19-3607,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/4502,SAMY,AP,PLAQUETTES AV,LP3734=QP8221,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/5810,MHAMED,ACR,KIT ACCESSOIRE,VKMA 38339 ,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/1522,MHAMED,OTTOGO,FILTRE A HUILE,ELH4285 ,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/6482,MHAMED,ACR,BOUGIES,OE130/T10 ,4.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/1522,MHAMED,OTTOGO,FILTRE A HUILE,ELH4285 ,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/6482,MHAMED,ACR,BOUGIES,OE130/T10 ,4.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/5810,MHAMED,ACR,KIT ACCESSOIRE,VKMA 38339 ,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/1522,MHAMED,OTTOGO,FILTRE A HUILE,ELH4285 ,1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/6482,MHAMED,ACR,BOUGIES,OE130/T10 ,4.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,,,,,,,,,,,False,,False,,False,,False,
,2025-07-14 00:00:00,DMND/1407/6644,MHAMED,ACR,EMETTEUR,804829.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/8854,MHAMED,DROP,BATTERIE,,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-12 00:00:00,DMND/1207/7391,MHAMED,AFP,,,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-14 00:00:00,DMND/1407/6871,MHAMED,CAL,,91455.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/3699,MHAMED,ACR,EMETTEUR,804917.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8037,MHAMED,AFP,KIT GILET,491.00,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8649,ABDELLAH,OTTOGO,FILTRE HUILE ,ELH4299,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/2646,ABDELLAH,MAPCO,EMETTEUR ,65000 / 804816,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/3789,ABDELLAH,MAPCO,TEMOIN USURE ,39797 / TU224,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/7283,ABDELLAH,OTTOGO,PLAQUETTE ,BP8231 / LP3182,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/7116,ABDELLAH,OTTOGO,ROTULE DE DIRECTION,TA2506,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/7209,ABDELLAH,MAPCO,ROTULE DE DIRECTION,230949/ TA2849,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/5340,ABDELLAH,OTTOGO,FILTRE HABITACLE ,EKR7325,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/9001,MHAMED,OTTOGO,DEMARREUR,TC9071,1.0,DEMANDE / MARCEAU,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/9734,MHAMED,CAL,EMBRAYAGE ,837119.0,1.0,DEMANDE / MARCEAU,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/6821,AYOUB,OTTOGO,COUPELLE,BAM009,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/1087,MHAMED,OTTOGO,DISQUES ARR,GUTBD99163R  ,1.0,DEMANDE / PARIS,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/9908,MHAMED,AFP,PLAQUETTE ,LP3659,2.0,DEMANDE / PARIS,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/7043,ABDELLAH,MAPCO,BRAS SUSPENSION,211336.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/6081,ABDELLAH,MAPCO,BRAS SUSPENSION,211337.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8337,ABDELLAH,MAPCO,ROTULE EXTERIEUR,230866.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/2803,ABDELLAH,MAPCO,ROTULE EXTERIEUR,230860.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/3233,MHAMED,MAPCO,FILTRE A AIR,A141244 = ELP9188,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/5473,MHAMED,AFP,BIELLETTE,BDL7537 ,1.0,DEMANDE / PARIS,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/9351,MHAMED,MAPCO,BIELLETTE,261037.0,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/9211,ABDELLAH,OTTOGO,BALAI AV,VF473,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8102,ABDELLAH,MAPCO,FILTRE HUILE,A210664 / ELP3919,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/4642,MHAMED,OTTOGO,DISQUES + PLAQUETTE ARR,GUTBD1391R  + PF0034 ,4.0,DEMANDE / TARIK P2B,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8404,MHAMED,ACR,CABLE FAM,805074.0,1.0,DEMANDE / TARIK P2B,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8295,ABDELLAH,OTTOGO,RADIATEUR EAU ,PE2267,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/8205,ABDELLAH,OTTOGO,POMPE A EAU ,PA1065,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/6237,MHAMED,OTTOGO,KIT PAE,KTBWP5320,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/5412,MHAMED,DROP,AMMORTISSEUR,D0421L,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/6906,MHAMED,ACR,FILTRE A HUILE,FA6086ECO = 4443,5.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/7631,MHAMED,OTTOGO,FILTRE A HUILE,ELH4307,10.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/4652,MHAMED,MAPCO,FILTRE A GO,DFF0604 - ELG5406,6.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-15 00:00:00,DMND/1507/1943,MHAMED,CAL,KIT ACCESSOIRE,534072710 + 6PK1413,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/1413,MHAMED,CAL,SONDE,LS44458,1.0,DEMANDE / ,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/9352,MHAMED,DROP,BATTERIE 60 CONTI,,1.0,DEMANDE / ,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/5285,MHAMED,AFP,ROTULE ,BTR5711 ,1.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/9872,MHAMED,OTTOGO,PLAQUETTE ARR,LP3367  ,1.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1607/9273,ABDELLAH,AP,COUPELLE AV,FE 11971 / FE11970,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/9742,ABDELLAH,MGA,AMORTISSEUR AV ,AM7081,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/3358,ABDELLAH,MGA,AMORTISSEUR AV,AM8081,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/2200,ABDELLAH,MAPCO,PLAQUETTE ,37329.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/9586,MHAMED,OTTOGO,BP407AZ,1285051  + 1285052,2.0,DEMANDE / TARIK P2B,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/4850,MHAMED,ACR,BP407AZ,554975.0,2.0,DEMANDE / TARIK P2B,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/4554,MHAMED,AFP,DISQUES,BG5169C ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/8509,MHAMED,ACR,TEMOINS USURE,A 00 207,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/2943,MHAMED,NED,COLLECTEUR,FE175771 ,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/8909,MHAMED,AFP,,TA3605 ,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/2222,MHAMED,MGA,ROTULE,SA5691,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/1512,MHAMED,AFP,ROTULE DIRECTION,TA3476 + TA3475,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/8059,MHAMED,ACR,FILTRE A HUILE,FA6781ECO,1.0,DEMANDE / AUTO CONFIANCE,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/3106,MHAMED,MAPCO,BIELLETTE,260836.0,2.0,DEMANDE / AUTO CONFIANCE,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/4300,ABDELLAH,DCA,PLAQUE 13,SUPSIV13,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/1386,MHAMED,MAPCO,,KS141252 + 320611+ 3PK735 + 6PK1145,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/2344,MHAMED,ACR,VM + EMBRAYAGE ,625305633 + 415041810,1.0,DEMANDE / AUTO CONFIANCE,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/4422,MHAMED,AFP,disques,BG4952,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/9513,MHAMED,CAL,GALET TENDEUR,534061110.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/5272,MHAMED,CAL,4 BOUGIES,HR7DCX+,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/5064,ABDELLAH,OTTOGO,KIT DISTRIBUTION + POMPE A EAU ,GUT2611PAE2 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/5572,ABDELLAH,OTTOGO,KIT DISTRIBUTION, GUT4811TBK1 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/8474,ABDELLAH,OTTOGO,DISQUES,DF005,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/5313,ABDELLAH,OTTOGO,PLAQUETTE AV ,BP1415 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/4153,ABDELLAH,OTTOGO,FILTRE A AIR ,ELP3977 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/8321,ABDELLAH,OTTOGO,FILTRE HUILE ,ELH4299 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/2602,ABDELLAH,OTTOGO,POMPE A EAU ,PE701 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/3345,ABDELLAH,OTTOGO,PLAQUETTE AV ,BP5831 ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-16 00:00:00,DMND/1607/7594,MHAMED,ACR,,3397014637 +         3397011630,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/1266,ABDELLAH,CAL,POULIE ALTERNATEUR ,535031010.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/4112,MHAMED,OTTOGO,DEMARREUR,AU9020,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/8132,ABDELLAH,ACR,BALAI ,3397009051 /  3397008634,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/1630,MHAMED,DCA,DISQUES X2,92162005.0,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/1990,MHAMED,MAPCO,PLAQUETTE,37803.0,1.0,DEMANDE / NORDINE 92,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/8560,ABDELLAH,MAPCO,PLAQUETTE ,35045.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/2812,ABDELLAH,OTTOGO,PLAQUETTE ,302165.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/8962,MHAMED,OTTOGO,DEMARREUR,P1574,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/5539,ABDELLAH,OTTOGO,FILTRE ,HB135 / ELR7094,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/5014,ABDELLAH,OTTOGO,EMBRAYAGE,826033.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/9028,ABDELLAH,OTTOGO,EMETTEUR,31-00419 / PJD233,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/8891,ABDELLAH,ACR,FILTRE ,PA7611 / ELP9168,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/3825,ABDELLAH,OTTOGO,PLAQUETTE,BP3718 / LP1837,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/6001,ABDELLAH,ACR,FILTRE ,PA7747 /*ELP9359,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/4839,ABDELLAH,MAPCO,FILTRE ,A210718 / ELH4429,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/2846,ABDELLAH,MAPCO,FILTRE ,ELR7097,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-17 00:00:00,DMND/1707/1534,MHAMED,MGA,EMETTEUR,EE5224,1.0,DEMANDE / FLIX AUTO,,,False,,False,,False,,False,
,2025-07-18 00:00:00,DMND/1807/1649,ABDELLAH,CAL,BOUCHON VASE EXPANSION ,RC218,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/3630,ABDELLAH,CAL,BOUCHON VASE EXPANSION ,RC0160,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/1862,ABDELLAH,ACR,ALTERNATEUR ,AVA1267ES,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/9472,ABDELLAH,OTTOGO,COURROIE ACCESSOIRE ,6PK1740,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/2290,ABDELLAH,OTTOGO,JEU DE DISQUE AV,BD6138,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/5892,ABDELLAH,MAPCO,PLAQUETTE AV ,37423.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/5818,ABDELLAH,MAPCO,PLAQUETTE AR,37247.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/5240,ABDELLAH,CAL,JAUGE HUILE ,47303.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/4323,ABDELLAH,ACR,ROULEMENT AV ,VKBA6556,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/2750,MHAMED,CAL,SILENCIEUX + COLLIER + SILENBLOC,CT15244 + AA93174 + AA93175,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/8125,MHAMED,ACR,VANNE EGR,25868.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-19 00:00:00,DMND/1907/3772,ABDELLAH,ANIEL,SERRURE HAYON,1606411680.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/3566,ABDELLAH,ACR,DURITE ,T409411,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/1206,ABDELLAH,CAL,SONDE TEMPERATURE LIQUIDE REFROIDISSEMENT,WS2607,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/4802,ABDELLAH,CAL,FAISCEAUX BOUGIE ,8131.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/5608,ABDELLAH,ACR,BOUGIE ,242240665.0,4.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/7943,ABDELLAH,CAL,INTERRUPTEUR FEUX DE FREIN ,24902F,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/6186,ABDELLAH,ACR,FILTRE HUILE ,FT4993,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/4799,MHAMED,OTTOGO,,779TBK2  ,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/3728,MHAMED,DROP,BATTERIE 95 EFB,CONTINENTAL,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/6826,MHAMED,CAL,INTTERUPTEUR,24902F,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/2237,MHAMED,OTTOGO,PLAQUETTE,"
GUTBP2418 (GUTT)",1.0,RETOUR AU STOCK,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/9599,MHAMED,AFP,GLACE DE RETRO,12041.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/6124,MHAMED,ACR,CABLE ,555571.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/4962,ABDELLAH,MAPCO,TRIANGLE G,210511.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/2130,ABDELLAH,AZ,TRIANGLE DR ,210512.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/8909,ABDELLAH,ACR,KITCACHE POUSSIERE AR,PK078,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/6523,MHAMED,NED,huile bv,171871.0,4.0,DEMANDE / GARAGE DE COLOMBES,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/4228,MHAMED,MAPCO,FILTRE GASOIL,KS120310,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-21 00:00:00,DMND/2107/9454,MHAMED,MAPCO,ROULEMENT DE ROUE,200371.0,2.0,DEMANDE / FLIX AUTO,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/5287,MHAMED,CAL,BOITIER EAU,TH734780J,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/6751,MHAMED,ACR,INJECTEUR,445110131.0,2.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/7792,ABDELLAH,OTTOGO,PLAQUETTE ,BP0318,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/2102,ABDELLAH,OTTOGO,PLAQUETTE ,301865.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/3632,ABDELLAH,OTTOGO,PLAQUETTE ,LP2479,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/1050,MHAMED,AFP,GLACE DE RETRO,12026.0,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/3078,MHAMED,DROP,BATTERIE 80AGM,80AGM,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
,2025-07-22 00:00:00,DMND/2207/1874,MHAMED,ACR,POMPE LG,T402063,1.0,DEMANDE CLIENT,,,False,,False,,False,,False,
